,Year,Category,Prize Share,Laureate ID,Laureate Type,FullName,BirthDate,Birth City,Birth Country,Sex,OrganizationName,OrganizationCountry
394,1967,Chemistry,1/4,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,United Kingdom
395,1967,Chemistry,1/4,235,Individual,George Porter,1920-12-06,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,United Kingdom
396,1967,Literature,1/1,641,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Male,Not Applicable,Not Applicable
397,1967,Medicine,1/3,385,Individual,Ragnar Granit,1900-10-30,Helsinki,Russian Empire (Finland),Male,Karolinska Institutet,Sweden
398,1967,Medicine,1/3,386,Individual,Haldan Keffer Hartline,1903-12-22,"Bloomsburg, PA",United States of America,Male,Rockefeller University,United States of America
399,1967,Medicine,1/3,387,Individual,George Wald,1906-11-18,"New York, NY",United States of America,Male,Harvard University,United States of America
400,1967,Physics,1/1,88,Individual,Hans Albrecht Bethe,1906-07-02,Strassburg (Strasbourg),Germany (France),Male,Cornell University,United States of America
401,1968,Chemistry,1/1,236,Individual,Lars Onsager,1903-11-27,Kristiania (Oslo),Norway,Male,Yale University,United States of America
402,1968,Literature,1/1,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,Male,Not Applicable,Not Applicable
403,1968,Medicine,1/3,388,Individual,Robert W. Holley,1922-01-28,"Urbana, IL",United States of America,Male,Cornell University,United States of America
404,1968,Medicine,1/3,389,Individual,Har Gobind Khorana,1922-01-09,Raipur,India,Male,University of Wisconsin,United States of America
405,1968,Medicine,1/3,390,Individual,Marshall W. Nirenberg,1927-04-10,"New York, NY",United States of America,Male,National Institutes of Health,United States of America
406,1968,Peace,1/1,526,Individual,René Cassin,1887-10-05,Bayonne,France,Male,Not Applicable,Not Applicable
407,1968,Physics,1/1,89,Individual,Luis Walter Alvarez,1911-06-13,"San Francisco, CA",United States of America,Male,University of California,United States of America
408,1969,Chemistry,1/2,237,Individual,Derek H. R. Barton,1918-09-08,Gravesend,United Kingdom,Male,Imperial College,United Kingdom
409,1969,Chemistry,1/2,238,Individual,Odd Hassel,1897-05-17,Kristiania (Oslo),Norway,Male,University of Oslo,Norway
410,1969,Economics,1/2,677,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,Male,University of Oslo,Norway
411,1969,Economics,1/2,678,Individual,Jan Tinbergen,1903-04-12,the Hague,Netherlands,Male,The Netherlands School of Economics,Netherlands
412,1969,Literature,1/1,643,Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,Male,Not Applicable,Not Applicable
413,1969,Medicine,1/3,391,Individual,Max Delbrück,1906-09-04,Berlin,Germany,Male,California Institute of Technology (Caltech),United States of America
414,1969,Medicine,1/3,392,Individual,Alfred D. Hershey,1908-12-04,"Owosso, MI",United States of America,Male,Carnegie Institution of Washington,United States of America
415,1969,Medicine,1/3,393,Individual,Salvador E. Luria,1912-08-13,Torino,Italy,Male,Massachusetts Institute of Technology (MIT),United States of America
416,1969,Peace,1/1,527,Organization,International Labour Organization (I.L.O.),,,,org,Not Applicable,Not Applicable
417,1969,Physics,1/1,90,Individual,Murray Gell-Mann,1929-09-15,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),United States of America
418,1970,Chemistry,1/1,239,Individual,Luis F. Leloir,1906-09-06,Paris,France,Male,Institute for Biochemical Research,Argentina
419,1970,Economics,1/1,679,Individual,Paul A. Samuelson,1915-05-15,"Gary, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
420,1970,Literature,1/1,644,Individual,Aleksandr Isayevich Solzhenitsyn,1918-12-11,Kislovodsk,Russia,Male,Not Applicable,Not Applicable
421,1970,Medicine,1/3,394,Individual,Sir Bernard Katz,1911-03-26,Leipzig,Germany,Male,University College,United Kingdom
422,1970,Medicine,1/3,395,Individual,Ulf von Euler,1905-02-07,Stockholm,Sweden,Male,Karolinska Institutet,Sweden
423,1970,Medicine,1/3,396,Individual,Julius Axelrod,1912-05-30,"New York, NY",United States of America,Male,National Institutes of Health,United States of America
424,1970,Peace,1/1,528,Individual,Norman E. Borlaug,1914-03-25,"Cresco, IA",United States of America,Male,Not Applicable,Not Applicable
425,1970,Physics,1/2,91,Individual,Hannes Olof Gösta Alfvén,1908-05-30,Norrköping,Sweden,Male,Royal Institute of Technology,Sweden
426,1970,Physics,1/2,92,Individual,Louis Eugène Félix Néel,1904-11-22,Lyon,France,Male,University of Grenoble,France
427,1971,Chemistry,1/1,240,Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,Male,National Research Council of Canada,Canada
428,1971,Economics,1/1,680,Individual,Simon Kuznets,1901-04-30,Pinsk,Russian Empire (Belarus),Male,Harvard University,United States of America
429,1971,Literature,1/1,645,Individual,Pablo Neruda,1904-07-12,Parral,Chile,Male,Not Applicable,Not Applicable
430,1971,Medicine,1/1,397,Individual,"Earl W. Sutherland, Jr.",1915-11-19,"Burlingame, KS",United States of America,Male,Vanderbilt University,United States of America
431,1971,Peace,1/1,529,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Male,Not Applicable,Not Applicable
432,1971,Physics,1/1,93,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Male,Imperial College,United Kingdom
433,1972,Chemistry,1/2,241,Individual,Christian B. Anfinsen,1916-03-26,"Monessen, PA",United States of America,Male,National Institutes of Health,United States of America
434,1972,Chemistry,1/4,242,Individual,Stanford Moore,1913-09-04,"Chicago, IL",United States of America,Male,Rockefeller University,United States of America
435,1972,Chemistry,1/4,243,Individual,William H. Stein,1911-06-25,"New York, NY",United States of America,Male,Rockefeller University,United States of America
436,1972,Economics,1/2,681,Individual,John R. Hicks,1904-04-08,Warwick,United Kingdom,Male,All Souls College,United Kingdom
437,1972,Economics,1/2,682,Individual,Kenneth J. Arrow,1921-08-23,"New York, NY",United States of America,Male,Harvard University,United States of America
438,1972,Literature,1/1,647,Individual,Heinrich Böll,1917-12-21,Cologne,Germany,Male,Not Applicable,Not Applicable
439,1972,Medicine,1/2,398,Individual,Gerald M. Edelman,1929-07-01,"New York, NY",United States of America,Male,Rockefeller University,United States of America
440,1972,Medicine,1/2,399,Individual,Rodney R. Porter,1917-10-08,Newton-le-Willows,United Kingdom,Male,University of Oxford,United Kingdom
441,1972,Physics,1/3,66,Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,United States of America
442,1972,Physics,1/3,95,Individual,Leon Neil Cooper,1930-02-28,"New York, NY",United States of America,Male,Brown University,United States of America
443,1972,Physics,1/3,96,Individual,John Robert Schrieffer,1931-05-31,"Oak Park, IL",United States of America,Male,University of Pennsylvania,United States of America
444,1973,Chemistry,1/2,244,Individual,Ernst Otto Fischer,1918-11-10,Munich,Germany,Male,Technical University,Federal Republic of Germany
445,1973,Chemistry,1/2,245,Individual,Geoffrey Wilkinson,1921-07-14,Todmorden,United Kingdom,Male,Imperial College,United Kingdom
446,1973,Economics,1/1,683,Individual,Wassily Leontief,1906-08-05,St. Petersburg,Russia,Male,Harvard University,United States of America
447,1973,Literature,1/1,648,Individual,Patrick White,1912-05-28,London,United Kingdom,Male,Not Applicable,Not Applicable
448,1973,Medicine,1/3,400,Individual,Karl von Frisch,1886-11-20,Vienna,Austria,Male,Zoologisches Institut der Universität München,Federal Republic of Germany
449,1973,Medicine,1/3,401,Individual,Konrad Lorenz,1903-11-07,Vienna,Austria,Male,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Austria
450,1973,Medicine,1/3,402,Individual,Nikolaas Tinbergen,1907-04-15,the Hague,Netherlands,Male,University of Oxford,United Kingdom
451,1973,Peace,1/2,530,Individual,Henry A. Kissinger,1923-05-27,Fürth,Germany,Male,Not Applicable,Not Applicable
452,1973,Peace,1/2,531,Organization,Le Duc Tho,1911-10-14,Nam Ha province,Vietnam,Male,Not Applicable,Not Applicable
453,1973,Physics,1/4,97,Individual,Leo Esaki,1925-03-12,Osaka,Japan,Male,IBM Thomas J. Watson Research Center,United States of America
454,1973,Physics,1/4,98,Individual,Ivar Giaever,1929-04-05,Bergen,Norway,Male,General Electric Company,United States of America
455,1973,Physics,1/2,99,Individual,Brian David Josephson,1940-01-04,Cardiff,United Kingdom,Male,University of Cambridge,United Kingdom
456,1974,Chemistry,1/1,246,Individual,Paul J. Flory,1910-06-19,"Sterling, IL",United States of America,Male,Stanford University,United States of America
457,1974,Economics,1/2,684,Individual,Gunnar Myrdal,1898-12-06,Skattungbyn,Sweden,Male,,
458,1974,Economics,1/2,685,Individual,Friedrich August von Hayek,1899-05-08,Vienna,Austria,Male,,
459,1974,Literature,1/2,649,Individual,Eyvind Johnson,1900-07-29,Svartbjörnsbyn,Sweden,Male,Not Applicable,Not Applicable
460,1974,Literature,1/2,650,Individual,Harry Martinson,1904-05-06,Jämshög,Sweden,Male,Not Applicable,Not Applicable
461,1974,Medicine,1/3,403,Individual,Albert Claude,1898-08-24,Longlier,Belgium,Male,Université Catholique de Louvain,Belgium
462,1974,Medicine,1/3,404,Individual,Christian de Duve,1917-10-02,Thames Ditton,United Kingdom,Male,Rockefeller University,United States of America
463,1974,Medicine,1/3,404,Individual,Christian de Duve,1917-10-02,Thames Ditton,United Kingdom,Male,Université Catholique de Louvain,Belgium
464,1974,Medicine,1/3,405,Individual,George E. Palade,1912-11-19,Iasi,Romania,Male,"Yale University, School of Medicine",United States of America
465,1974,Peace,1/2,532,Individual,Seán MacBride,1904-01-26,Paris,France,Male,Not Applicable,Not Applicable
466,1974,Peace,1/2,533,Individual,Eisaku Sato,1901-03-27,Tabuse,Japan,Male,Not Applicable,Not Applicable
467,1974,Physics,1/2,100,Individual,Sir Martin Ryle,1918-09-27,Brighton,United Kingdom,Male,University of Cambridge,United Kingdom
468,1974,Physics,1/2,101,Individual,Antony Hewish,1924-05-11,Fowey,United Kingdom,Male,University of Cambridge,United Kingdom
469,1975,Chemistry,1/2,247,Individual,John Warcup Cornforth,1917-09-07,Sydney,Australia,Male,University of Sussex,United Kingdom
470,1975,Chemistry,1/2,248,Individual,Vladimir Prelog,1906-07-23,Sarajevo,Austria-Hungary (Bosnia and Herzegovina),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland
471,1975,Economics,1/2,686,Individual,Leonid Vitaliyevich Kantorovich,1912-01-19,St. Petersburg,Russian Empire (Russia),Male,Academy of Sciences,Union of Soviet Socialist Republics
472,1975,Economics,1/2,687,Individual,Tjalling C. Koopmans,1910-08-28,'s Graveland,Netherlands,Male,Yale University,United States of America
473,1975,Literature,1/1,651,Individual,Eugenio Montale,1896-10-12,Genoa,Italy,Male,Not Applicable,Not Applicable
474,1975,Medicine,1/3,406,Individual,David Baltimore,1938-03-07,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
475,1975,Medicine,1/3,407,Individual,Renato Dulbecco,1914-02-22,Catanzaro,Italy,Male,Imperial Cancer Research Fund Laboratory,United Kingdom
476,1975,Medicine,1/3,408,Individual,Howard Martin Temin,1934-12-10,"Philadelphia, PA",United States of America,Male,University of Wisconsin,United States of America
477,1975,Peace,1/1,534,Individual,Andrei Dmitrievich Sakharov,1921-05-21,Moscow,Russia,Male,Not Applicable,Not Applicable
478,1975,Physics,1/3,102,Individual,Aage Niels Bohr,1922-06-19,Copenhagen,Denmark,Male,Niels Bohr Institute,Denmark
479,1975,Physics,1/3,103,Individual,Ben Roy Mottelson,1926-07-09,"Chicago, IL",United States of America,Male,Nordita,Denmark
480,1975,Physics,1/3,104,Individual,Leo James Rainwater,1917-12-09,"Council, ID",United States of America,Male,Columbia University,United States of America
481,1976,Chemistry,1/1,249,Individual,William N. Lipscomb,1919-12-09,"Cleveland, OH",United States of America,Male,Harvard University,United States of America
482,1976,Economics,1/1,688,Individual,Milton Friedman,1912-07-31,"Brooklyn, NY",United States of America,Male,University of Chicago,United States of America
483,1976,Literature,1/1,652,Individual,Saul Bellow,1915-06-10,Montreal,Canada,Male,Not Applicable,Not Applicable
484,1976,Medicine,1/2,409,Individual,Baruch S. Blumberg,1925-07-28,"New York, NY",United States of America,Male,The Institute for Cancer Research,United States of America
485,1976,Medicine,1/2,410,Individual,D. Carleton Gajdusek,1923-09-09,"Yonkers, NY",United States of America,Male,National Institutes of Health,United States of America
486,1976,Peace,1/2,535,Individual,Betty Williams,1943-05-22,Belfast,Northern Ireland,Female,Not Applicable,Not Applicable
487,1976,Peace,1/2,536,Individual,Mairead Corrigan,1944-01-27,Belfast,Northern Ireland,Female,Not Applicable,Not Applicable
488,1976,Physics,1/2,105,Individual,Burton Richter,1931-03-22,"Brooklyn, NY",United States of America,Male,Stanford Linear Accelerator Center,United States of America
489,1976,Physics,1/2,106,Individual,Samuel Chao Chung Ting,1936-01-27,"Ann Arbor, MI",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
490,1977,Chemistry,1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,Université Libre de Bruxelles,Belgium
491,1977,Chemistry,1/1,250,Individual,Ilya Prigogine,1917-01-25,Moscow,Russia,Male,University of Texas,United States of America
492,1977,Economics,1/2,689,Individual,Bertil Ohlin,1899-04-23,Klippan,Sweden,Male,Stockholm School of Economics,Sweden
493,1977,Economics,1/2,690,Individual,James E. Meade,1907-06-23,Swanage,United Kingdom,Male,University of Cambridge,United Kingdom
494,1977,Literature,1/1,653,Individual,Vicente Aleixandre,1898-04-26,Sevilla,Spain,Male,Not Applicable,Not Applicable
495,1977,Medicine,1/4,411,Individual,Roger Guillemin,1924-01-11,Dijon,France,Male,The Salk Institute,United States of America
496,1977,Medicine,1/4,412,Individual,Andrew V. Schally,1926-11-30,Wilno (Vilnius),Poland (Lithuania),Male,Veterans Administration Hospital,United States of America
497,1977,Medicine,1/2,413,Individual,Rosalyn Yalow,1921-07-19,"New York, NY",United States of America,Female,Veterans Administration Hospital,United States of America
498,1977,Peace,1/1,537,Organization,Amnesty International,,,,org,Not Applicable,Not Applicable
499,1977,Physics,1/3,107,Individual,Philip Warren Anderson,1923-12-13,"Indianapolis, IN",United States of America,Male,Bell Telephone Laboratories,United States of America
500,1977,Physics,1/3,108,Individual,Sir Nevill Francis Mott,1905-09-30,Leeds,United Kingdom,Male,University of Cambridge,United Kingdom
501,1977,Physics,1/3,109,Individual,John Hasbrouck van Vleck,1899-03-13,"Middletown, CT",United States of America,Male,Harvard University,United States of America
502,1978,Chemistry,1/1,251,Individual,Peter D. Mitchell,1920-09-29,Mitcham,United Kingdom,Male,Glynn Research Laboratories,United Kingdom
503,1978,Economics,1/1,691,Individual,Herbert A. Simon,1916-06-15,"Milwaukee, WI",United States of America,Male,Carnegie Mellon University,United States of America
504,1978,Literature,1/1,654,Individual,Isaac Bashevis Singer,1904-07-14,Leoncin,Russian Empire (Poland),Male,Not Applicable,Not Applicable
505,1978,Medicine,1/3,414,Individual,Werner Arber,1929-06-03,Gränichen,Switzerland,Male,Biozentrum der Universität,Switzerland
506,1978,Medicine,1/3,415,Individual,Daniel Nathans,1928-10-30,"Wilmington, DE",United States of America,Male,Johns Hopkins University School of Medicine,United States of America
507,1978,Medicine,1/3,416,Individual,Hamilton O. Smith,1931-08-23,"New York, NY",United States of America,Male,Johns Hopkins University School of Medicine,United States of America
508,1978,Peace,1/2,538,Individual,Mohamed Anwar al-Sadat,1918-12-25,Mit Abu al-Kawm,Egypt,Male,Not Applicable,Not Applicable
509,1978,Peace,1/2,539,Individual,Menachem Begin,1913-08-16,Brest Litovsk,Russian Empire (Belarus),Male,Not Applicable,Not Applicable
510,1978,Physics,1/2,110,Individual,Pyotr Leonidovich Kapitsa,1894-07-09,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Union of Soviet Socialist Republics
511,1978,Physics,1/4,111,Individual,Arno Allan Penzias,1933-04-26,Munich,Germany,Male,Bell Laboratories,United States of America
512,1978,Physics,1/4,112,Individual,Robert Woodrow Wilson,1936-01-10,"Houston, TX",United States of America,Male,Bell Laboratories,United States of America
513,1979,Chemistry,1/2,252,Individual,Herbert C. Brown,1912-05-22,London,United Kingdom,Male,Purdue University,United States of America
514,1979,Chemistry,1/2,253,Individual,Georg Wittig,1897-06-16,Berlin,Germany,Male,University of Heidelberg,Federal Republic of Germany
515,1979,Economics,1/2,692,Individual,Theodore W. Schultz,1902-04-30,"Arlington, SD",United States of America,Male,University of Chicago,United States of America
516,1979,Economics,1/2,693,Individual,Sir Arthur Lewis,1915-01-23,Castries,British West Indies (Saint Lucia),Male,Princeton University,United States of America
517,1979,Literature,1/1,655,Individual,Odysseus Elytis,1911-11-02,Iráklion,Crete (Greece),Male,Not Applicable,Not Applicable
518,1979,Medicine,1/2,417,Individual,Allan M. Cormack,1924-02-23,Johannesburg,South Africa,Male,Tufts University,United States of America
519,1979,Medicine,1/2,418,Individual,Godfrey N. Hounsfield,1919-08-28,Newark,United Kingdom,Male,"Central Research Laboratories, EMI",United Kingdom
520,1979,Peace,1/1,540,Organization,Mother Teresa,1910-08-26,Uskup (Skopje),Ottoman Empire (Republic of Macedonia),Female,Not Applicable,Not Applicable
521,1979,Physics,1/3,113,Individual,Sheldon Lee Glashow,1932-12-05,"New York, NY",United States of America,Male,"Harvard University, Lyman Laboratory",United States of America
522,1979,Physics,1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,International Centre for Theoretical Physics,Italy
523,1979,Physics,1/3,114,Individual,Abdus Salam,1926-01-29,Jhang Maghi&#257;na,India (Pakistan),Male,Imperial College,United Kingdom
524,1979,Physics,1/3,115,Individual,Steven Weinberg,1933-05-03,"New York, NY",United States of America,Male,Harvard University,United States of America
525,1980,Chemistry,1/4,222,Individual,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,MRC Laboratory of Molecular Biology,United Kingdom
526,1980,Chemistry,1/2,254,Individual,Paul Berg,1926-06-30,"New York, NY",United States of America,Male,Stanford University,United States of America
527,1980,Chemistry,1/4,255,Individual,Walter Gilbert,1932-03-21,"Boston, MA",United States of America,Male,"Harvard University, Biological Laboratories",United States of America
528,1980,Economics,1/1,694,Individual,Lawrence R. Klein,1920-09-14,"Omaha, NE",United States of America,Male,University of Pennsylvania,United States of America
529,1980,Literature,1/1,657,Individual,Czeslaw Milosz,1911-06-30,&#346;eteniai,Russian Empire (Lithuania),Male,Not Applicable,Not Applicable
530,1980,Medicine,1/3,419,Individual,Baruj Benacerraf,1920-10-29,Caracas,Venezuela,Male,Harvard Medical School,United States of America
531,1980,Medicine,1/3,420,Individual,Jean Dausset,1916-10-19,Toulouse,France,Male,"Université de Paris, Laboratoire Immuno-Hématologie",France
532,1980,Medicine,1/3,421,Individual,George D. Snell,1903-12-19,"Bradford, MA",United States of America,Male,Jackson Laboratory,United States of America
533,1980,Peace,1/1,541,Individual,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Argentina,Male,Not Applicable,Not Applicable
534,1980,Physics,1/2,116,Individual,James Watson Cronin,1931-09-29,"Chicago, IL",United States of America,Male,University of Chicago,United States of America
535,1980,Physics,1/2,117,Individual,Val Logsdon Fitch,1923-03-10,"Merriman, NE",United States of America,Male,Princeton University,United States of America
536,1981,Chemistry,1/2,257,Individual,Kenichi Fukui,1918-10-04,Nara,Japan,Male,Kyoto University,Japan
537,1981,Chemistry,1/2,258,Individual,Roald Hoffmann,1937-07-18,Zloczov,Poland (Ukraine),Male,Cornell University,United States of America
538,1981,Economics,1/1,695,Individual,James Tobin,1918-03-05,"Champaign, IL",United States of America,Male,Yale University,United States of America
539,1981,Literature,1/1,658,Individual,Elias Canetti,1905-07-25,Ruse,Bulgaria,Male,Not Applicable,Not Applicable
540,1981,Medicine,1/2,422,Individual,Roger W. Sperry,1913-08-20,"Hartford, CT",United States of America,Male,California Institute of Technology (Caltech),United States of America
541,1981,Medicine,1/4,423,Individual,David H. Hubel,1926-02-27,"Windsor, ON",Canada,Male,Harvard Medical School,United States of America
542,1981,Medicine,1/4,424,Individual,Torsten N. Wiesel,1924-06-03,Uppsala,Sweden,Male,Harvard Medical School,United States of America
543,1981,Peace,1/1,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,org,Not Applicable,Not Applicable
544,1981,Physics,1/4,118,Individual,Nicolaas Bloembergen,1920-03-11,Dordrecht,Netherlands,Male,Harvard University,United States of America
545,1981,Physics,1/4,119,Individual,Arthur Leonard Schawlow,1921-05-05,"Mount Verno, NY",United States of America,Male,Stanford University,United States of America
546,1981,Physics,1/2,120,Individual,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Male,Uppsala University,Sweden
547,1982,Chemistry,1/1,259,Individual,Aaron Klug,1926-08-11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,United Kingdom
548,1982,Economics,1/1,696,Individual,George J. Stigler,1911-01-17,"Renton, WA",United States of America,Male,University of Chicago,United States of America
549,1982,Literature,1/1,659,Individual,Gabriel García Márquez,1927-03-06,Aracataca,Colombia,Male,Not Applicable,Not Applicable
550,1982,Medicine,1/3,425,Individual,Sune K. Bergström,1916-01-10,Stockholm,Sweden,Male,Karolinska Institutet,Sweden
551,1982,Medicine,1/3,426,Individual,Bengt I. Samuelsson,1934-05-21,Halmstad,Sweden,Male,Karolinska Institutet,Sweden
552,1982,Medicine,1/3,427,Individual,John R. Vane,1927-03-29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,United Kingdom
553,1982,Peace,1/2,543,Individual,Alva Myrdal,1902-01-31,Uppsala,Sweden,Female,Not Applicable,Not Applicable
554,1982,Peace,1/2,544,Individual,Alfonso García Robles,1911-03-20,Zamora,Mexico,Male,Not Applicable,Not Applicable
555,1982,Physics,1/1,121,Individual,Kenneth G. Wilson,1936-06-08,"Waltham, MA",United States of America,Male,Cornell University,United States of America
556,1983,Chemistry,1/1,260,Individual,Henry Taube,1915-11-30,Neudorf,Canada,Male,Stanford University,United States of America
557,1983,Economics,1/1,697,Individual,Gerard Debreu,1921-07-04,Calais,France,Male,University of California,United States of America
558,1983,Literature,1/1,660,Individual,William Golding,1911-09-19,St. Columb Minor,United Kingdom,Male,Not Applicable,Not Applicable
559,1983,Medicine,1/1,428,Individual,Barbara McClintock,1902-06-16,"Hartford, CT",United States of America,Female,Cold Spring Harbor Laboratory,United States of America
560,1983,Peace,1/1,545,Individual,Lech Walesa,1943-09-29,Popowo,Poland,Male,Not Applicable,Not Applicable
561,1983,Physics,1/2,122,Individual,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Male,University of Chicago,United States of America
562,1983,Physics,1/2,123,Individual,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),United States of America
563,1984,Chemistry,1/1,261,Individual,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX",United States of America,Male,Rockefeller University,United States of America
564,1984,Economics,1/1,698,Individual,Richard Stone,1913-08-30,London,United Kingdom,Male,University of Cambridge,United Kingdom
565,1984,Literature,1/1,661,Individual,Jaroslav Seifert,1901-09-23,Prague,Austria-Hungary (Czech Republic),Male,Not Applicable,Not Applicable
566,1984,Medicine,1/3,429,Individual,Niels K. Jerne,1911-12-23,London,United Kingdom,Male,Basel Institute for Immunology,Switzerland
567,1984,Medicine,1/3,430,Individual,Georges J.F. Köhler,1946-04-17,Munich,Germany,Male,Basel Institute for Immunology,Switzerland
568,1984,Medicine,1/3,431,Individual,César Milstein,1927-10-08,Bahia Blanca,Argentina,Male,MRC Laboratory of Molecular Biology,United Kingdom
569,1984,Peace,1/1,546,Individual,Desmond Mpilo Tutu,1931-10-07,Klerksdorp,South Africa,Male,Not Applicable,Not Applicable
570,1984,Physics,1/2,124,Individual,Carlo Rubbia,1934-03-31,Gorizia,Italy,Male,CERN,Switzerland
571,1984,Physics,1/2,125,Individual,Simon van der Meer,1925-11-24,the Hague,Netherlands,Male,CERN,Switzerland
572,1985,Chemistry,1/2,262,Individual,Herbert A. Hauptman,1917-02-14,"New York, NY",United States of America,Male,The Medical Foundation of Buffalo,United States of America
573,1985,Chemistry,1/2,263,Individual,Jerome Karle,1918-06-18,"New York, NY",United States of America,Male,US Naval Research Laboratory,United States of America
574,1985,Economics,1/1,699,Individual,Franco Modigliani,1918-06-18,Rome,Italy,Male,Massachusetts Institute of Technology (MIT),United States of America
575,1985,Literature,1/1,662,Individual,Claude Simon,1913-10-10,Tananarive (Antananarivo),Madagascar,Male,Not Applicable,Not Applicable
576,1985,Medicine,1/2,432,Individual,Michael S. Brown,1941-04-13,"New York, NY",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,United States of America
577,1985,Medicine,1/2,433,Individual,Joseph L. Goldstein,1940-04-18,"Sumter, SC",United States of America,Male,University of Texas Southwestern Medical Center at Dallas,United States of America
578,1985,Peace,1/1,547,Organization,International Physicians for the Prevention of Nuclear War,,,,org,Not Applicable,Not Applicable
579,1985,Physics,1/1,126,Individual,Klaus von Klitzing,1943-06-28,Schroda,German-occupied Poland (Poland),Male,Max-Planck-Institut für Festkörperforschung,Federal Republic of Germany
580,1986,Chemistry,1/3,264,Individual,Dudley R. Herschbach,1932-06-18,"San José, CA",United States of America,Male,Harvard University,United States of America
581,1986,Chemistry,1/3,265,Individual,Yuan T. Lee,1936-11-19,Hsinchu,Taiwan,Male,University of California,United States of America
582,1986,Chemistry,1/3,266,Individual,John C. Polanyi,1929-01-23,Berlin,Germany,Male,University of Toronto,Canada
583,1986,Economics,1/1,700,Individual,James M. Buchanan Jr.,1919-10-03,"Murfreesboro, TN",United States of America,Male,Center for Study of Public Choice,United States of America
584,1986,Literature,1/1,663,Individual,Wole Soyinka,1934-07-13,Abeokuta,Nigeria,Male,Not Applicable,Not Applicable
585,1986,Medicine,1/2,434,Individual,Stanley Cohen,1922-11-17,"Brooklyn, NY",United States of America,Male,Vanderbilt University School of Medicine,United States of America
586,1986,Medicine,1/2,435,Individual,Rita Levi-Montalcini,1909-04-22,Turin,Italy,Female,Institute of Cell Biology of the C.N.R.,Italy
587,1986,Peace,1/1,548,Individual,Elie Wiesel,1928-09-30,Sighet,Romania,Male,Not Applicable,Not Applicable
588,1986,Physics,1/2,127,Individual,Ernst Ruska,1906-12-25,Heidelberg,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Federal Republic of Germany
589,1986,Physics,1/4,128,Individual,Gerd Binnig,1947-07-20,Frankfurt-on-the-Main,West Germany (Germany),Male,IBM Zurich Research Laboratory,Switzerland
590,1986,Physics,1/4,129,Individual,Heinrich Rohrer,1933-06-06,Buchs,Switzerland,Male,IBM Zurich Research Laboratory,Switzerland
591,1987,Chemistry,1/3,267,Individual,Donald J. Cram,1919-04-22,"Chester, VT",United States of America,Male,University of California,United States of America
592,1987,Chemistry,1/3,268,Individual,Jean-Marie Lehn,1939-09-30,Rosheim,France,Male,Université Louis Pasteur,France
593,1987,Chemistry,1/3,268,Individual,Jean-Marie Lehn,1939-09-30,Rosheim,France,Male,Collège de France,France
594,1987,Chemistry,1/3,269,Individual,Charles J. Pedersen,1904-10-03,Pusan,Korea (South Korea),Male,Du Pont,United States of America
595,1987,Economics,1/1,701,Individual,Robert M. Solow,1924-08-23,"Brooklyn, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),United States of America
596,1987,Literature,1/1,664,Individual,Joseph Brodsky,1940-05-24,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),Male,Not Applicable,Not Applicable
597,1987,Medicine,1/1,436,Individual,Susumu Tonegawa,1939-09-06,Nagoya,Japan,Male,Massachusetts Institute of Technology (MIT),United States of America
598,1987,Peace,1/1,549,Individual,Oscar Arias Sánchez,1941-09-13,Heredia,Costa Rica,Male,Not Applicable,Not Applicable
